Time(s),Roll_Filtered,Pitch_Filtered,Yaw_Filtered,Label
5.273,-26.442871781435358,14.608495059218717,21.581131997765237,1
5.323,-26.256234452241962,13.814641847847529,21.63922014114029,1
5.374,-26.095142716961615,12.91998436766293,21.675487796800144,1
5.424,-25.966971288930527,11.986044768078282,21.69631365774019,1
5.474,-25.879769501079586,11.09514871253527,21.70926647076376,1
5.524,-25.839246629020945,10.325743356053103,21.722100184568756,1
5.573,-25.845559244369735,9.731166193894785,21.74223802654019,1
5.623,-25.89159142411421,9.327928460711236,21.776579787076653,1
5.673,-25.963843351138443,9.094383392482033,21.83125355267708,1
5.723,-26.045915945814883,8.97745411000216,21.911019284945084,1
5.773,-26.123313467928572,8.904758377791376,22.01840806116505,1
5.823,-26.18745849342268,8.800153119692324,22.153072815586075,1
5.873,-26.23702630355864,8.60043748180259,22.311893013656498,1
5.923,-26.276066694542948,8.269645366211078,22.490009497708822,1
5.973,-26.310121330939307,7.806613948531634,22.68241378797168,1
6.022,-26.342509688007645,7.242717300553914,22.885360586152323,1
6.072,-26.372575351152822,6.629773115143246,23.09690237481667,1
6.123,-26.39635729382563,6.0219074562644135,23.316203060574864,1
6.172,-26.408817789011664,5.4578220792377135,23.541844084026845,1
6.222,-26.406194011541256,4.949994880814577,23.769922289710767,1
6.271,-26.38738329658457,4.484664567196692,23.99303893453705,1
6.321,-26.354066201278446,4.032269601835216,24.2009665972149,1
6.371,-26.309918527958807,3.564115934712005,24.382907897876073,1
6.421,-26.25945171625678,3.068777376934713,24.530382539191987,1
6.471,-26.206849343036268,2.5617815994230164,24.639505307941782,1
6.522,-26.154972649427975,2.084631706118137,24.711852702479458,1
6.571,-26.1047114084423,1.6934251120499084,24.753848748548478,1
6.621,-26.054939478517017,1.4414490023659896,24.775151995631767,1
6.671,-26.003230099704666,1.3621238034027283,24.786692344624704,1
6.721,-25.94714004347497,1.4578273125499324,24.798872303636045,1
6.77,-25.885508336883053,1.697506755669329,24.820217157985162,1
6.82,-25.819113781460107,2.023096919409882,24.856572703137118,1
6.87,-25.750307718183,2.3623910252760023,24.910815598660108,1
6.921,-25.68175780790135,2.6443737240258214,24.982937252496463,1
6.971,-25.614936976146012,2.812517985323428,25.070327457045543,1
7.021,-25.549201327794382,2.832769527495841,25.168172437420854,1
7.071,-25.4820525326055,2.695767417691726,25.270074766192483,1
7.121,-25.410546916106636,2.41551473307562,25.369156284046653,1
7.171,-25.333164869679706,2.0267929371472437,25.459780217493588,1
7.221,-25.25118610188118,1.580885377808201,25.539537488605742,1
7.271,-25.168837481609756,1.136760437347553,25.610610544405226,1
7.321,-25.09202491407389,0.746174625688512,25.67958222930211,1
7.371,-25.026053949507315,0.4359417053695094,25.7553686101812,1
7.42,-24.973097328541343,0.19494818249125861,25.845865011682477,1
7.471,-24.930119482148168,-0.026552711154051348,25.954583663968506,1
7.52,-24.887678547804608,-0.3029621035151611,26.078681912029413,1
7.57,-24.829907778296214,-0.709582681913927,26.209230731248496,1
7.62,-24.736197902671,-1.2990417819527418,26.333589293018235,1
7.669,-24.58519658885651,-2.087442244294219,26.438894279561797,1
7.719,-24.361038994207007,-3.0542952655083715,26.515418586970238,1
7.769,-24.06027134002357,-4.153372996011589,26.55886024242747,1
7.819,-23.696742260094084,-5.327653179056978,26.571058944650915,1
7.869,-23.301880598998864,-6.522362365318678,26.5589301824021,1
7.919,-22.91929232120562,-7.693945858410492,26.531720007674032,1
7.969,-22.59457053941476,-8.816041115078548,26.497274723064447,1
8.019,-22.362794192360756,-9.8840184612568,26.458680383717375,1
8.069,-22.23722218733043,-10.917915033769392,26.412731744303425,1
8.119,-22.203050970851752,-11.9617244935397,26.350915162718984,1
8.168,-22.21916069453251,-13.076890529342375,26.262366953365877,1
8.219,-22.22809999040228,-14.330039357177267,26.137397791538397,1
8.268,-22.171105985017483,-15.778134261607725,25.970126498098647,1
8.319,-22.002776840344175,-17.455773554848204,25.759413729816643,1
8.369,-21.700431695849634,-19.36796041773735,25.508136865794643,1
8.419,-21.265651942336216,-21.48891355399618,25.221449402804218,1
8.469,-20.718456741790114,-23.765927363603364,24.904840733531824,1
8.519,-20.08695250245891,-26.127444647616652,24.562633218414646,1
8.569,-19.396685317132356,-28.494758902162175,24.197237079736635,1
8.619,-18.663884362908234,-30.79585134862749,23.809221402370678,1
8.669,-17.89488034507623,-32.9782881377804,23.3980601178801,1
8.719,-17.09066904954923,-35.01730116566959,22.963161955980283,1
8.769,-16.252711532899188,-36.9162157470921,22.504567100083374,1
8.819,-15.385771326506298,-38.69919234961765,22.0228108091308,1
8.868,-14.496278963684958,-40.39940956778176,21.518033823802135,1
8.918,-13.588294136057435,-42.04737668841568,20.98904680853209,1
8.968,-12.660810602479051,-43.66312779328532,20.433163988767657,1
9.018,-11.708867382676981,-45.25357972877847,19.847108047751842,0
9.067,-10.727939065128774,-46.81414275643389,19.228546522398705,0
9.117,-9.71854487802653,-48.33280324238588,18.577274165207164,0
9.167,-8.687541549613849,-49.79515994379312,17.894951315909257,0
9.217,-7.6444404101700965,-51.18949321862959,17.182805246073304,0
9.267,-6.594109472174034,-52.51125516894219,16.43772362826145,0
9.317,-5.529392088239584,-53.76630761296499,15.648174636985344,0
9.367,-4.427264893516308,-54.972087543555354,14.79174672935943,0
9.416,-3.250551938420739,-56.15588616726654,13.835729234999233,0
9.466,-1.9550861004072888,-57.34976190010748,12.741404933211472,0
9.516,-0.500351191696562,-58.58252148782391,11.471757908901592,0
9.566,1.139648678465152,-59.8706556821126,10.001039223186792,0
9.617,2.9689539169764396,-61.211344619134195,8.323318403105066,0
